Loja,Melhor_Ganho,Latam,Azul,GOL,Livelo,Esfera,dt_ingestion
Time Center,1 pt/R$,,,,,,2024-04-15
DFDS Seaways,7 pt/£,,,,,,2024-04-15
Theatre Tickets Direct,3 pt/£,,,,,,2024-04-15
Sercotel Hotels,8 pt/£,,,,,,2024-04-15
Disneyland Paris,3 pt/£,,,,,,2024-04-15
Picniq Tickets,3 pt/£,,,,,,2024-04-15
Away Resorts,2 pt/£,,,,,,2024-04-15
Homes & Villas by Marriott Bonvoy,3 pt/£,,,,,,2024-04-15
Mercafé Por 3Corações,1 pt/R$,,,,,,2024-04-15
Railcard,3 pt/£,,,,,,2024-04-15
Luxury Coastal,5 pt/£,,,,,,2024-04-15
Interrail by National Rail,4 pt/£,,,,,,2024-04-15
Weblar Tech,1 pt/R$,,,,,,2024-04-15
Warner Leisure Hotels,5 pt/£,,,,,,2024-04-15
Sea Life,2 pt/£,,,,,,2024-04-15
Utensílios do Chef,2 pt/R$,,,,,2 pt/R$,2024-04-15
Holiday Extras,2 pt/£,,,,,,2024-04-15
Vintage Travel,2 pt/£,,,,,,2024-04-15
Gift Cards,1 pt/R$,,,,,,2024-04-15
Millennium Hotels & Resorts,3 pt/£,,,,,,2024-04-15
Village Hotels,6 pt/£,,,,,,2024-04-15
Point A Hotels,6 pt/£,,,,,,2024-04-15
Luxury Cottages,3 pt/£,,,,,,2024-04-15
Eurocamp,4 pt/£,,,,,,2024-04-15
Multiloja,1 pt/R$,,,,,,2024-04-15
London Eye,3 pt/£,,,,,,2024-04-15
Spyscape NYC,10 pt/£,,,,,,2024-04-15
tourhub,4 pt/£,,,,,,2024-04-15
Liga Vitória Seguro Residencial,3 pt/R$,,,,3 pt/R$,,2024-04-15
Democrata,1 pt/R$,,,,1 pt/R$,,2024-04-15
ebookers.com Hotels,6 pt/£,,,,,,2024-04-15
Q Compra,3 pt/R$,,,,3 pt/R$,,2024-04-15
Liga Vitória Seguro Auto,1 pt/R$,,,,1 pt/R$,,2024-04-15
Ciclic Bike,1 pt/R$,,,,1 pt/R$,,2024-04-15
OYO Rooms,4 pt/£,,,,,,2024-04-15
Liga Vitória Seguro de Vida,3 pt/R$,,,,3 pt/R$,,2024-04-15
Liga Vitória Seguro Moto,1 pt/R$,,,,1 pt/R$,,2024-04-15
CabinZero,8 pt/£,,,,,,2024-04-15
Europa,1 pt/R$,,,,,,2024-04-15
QHotels,6 pt/£,,,,,,2024-04-15
Top Villas,3 pt/£,,,,,,2024-04-15
ZSL Whipsnade Zoo,3 pt/£,,,,,,2024-04-15
Ciclic Seguro Bolsa,4 pt/R$,,,,4 pt/R$,,2024-04-15
Leonfer,1 pt/R$,,,,,,2024-04-15
Travelzoo,5 pt/£,,,,,,2024-04-15
Siblu Holidays,6 pt/£,,,,,,2024-04-15
Lojas Dular,1 pt/R$,,,,,,2024-04-15
Mind,1 pt/R$,,,,,,2024-04-15
New Era,1 pt/R$,,,,,,2024-04-15
Norton by Symantec,80 pt/£,,,,,,2024-04-15
DPaschoal,1 pt/R$,,,,1 pt/R$,,2024-04-15
Luuna Sleep,1 pt/R$,,,,,,2024-04-15
Liga Vitória Seguro Viagem,3 pt/R$,,,,3 pt/R$,,2024-04-15
Perfect Draft (Ambev),8 pt/R$,,,,8 pt/R$,,2024-04-15
Cozinhas Nesher,1 pt/R$,,,,,,2024-04-15
MAPFRE Seguro Auto,1 pt/R$,,,,1 pt/R$,,2024-04-15
Plasutil,1 pt/R$,,,,,,2024-04-15
Weconnect,1 pt/R$,,,,,,2024-04-15
Wlc,1 pt/R$,,,,,,2024-04-15
Palma Aquarium,7 pt/£,,,,,,2024-04-15
Mundial Acabamentos,1 pt/R$,,,,,,2024-04-15
Guimepa,1 pt/R$,,,,,,2024-04-15
Jogê,1 pt/R$,,,,,,2024-04-15
Loja Bb,1 pt/R$,,,,,,2024-04-15
Luck Recepctivo Maceió,1 pt/R$,,,,1 pt/R$,,2024-04-15
Windsor Hoteis,3 pt/R$,,,,3 pt/R$,,2024-04-15
Sim,1 pt/R$,,,,,1 pt/R$,2024-04-15
Agaxtur Viagens e Turismo,2 pt/R$,,,,,2 pt/R$,2024-04-15
Re Petit,1 pt/R$,,,,1 pt/R$,,2024-04-15
Bibi Calçados,1 pt/R$,,,,,,2024-04-15
Befly Travel Viagens e Turismo,5 pt/R$,,,,,5 pt/R$,2024-04-15
