Loja,Melhor_Ganho,Latam,Azul,GOL,Livelo,Esfera,dt_ingestion
Liga Vitória Seguros,30 pt/R$,,,,30 pt/R$,,2024-04-09
Eventim,1 pt/£,,,,,,2024-04-09
See Tickets,1 pt/£,,,,,,2024-04-09
Theatre Tickets Direct,3 pt/£,,,,,,2024-04-09
Sercotel Hotels,8 pt/£,,,,,,2024-04-09
DFDS Seaways,7 pt/£,,,,,,2024-04-09
Disneyland Paris,3 pt/£,,,,,,2024-04-09
Away Resorts,2 pt/£,,,,,,2024-04-09
Homes & Villas by Marriott Bonvoy,3 pt/£,,,,,,2024-04-09
Picniq Tickets,3 pt/£,,,,,,2024-04-09
Mercafé Por 3Corações,1 pt/R$,,,,,,2024-04-09
Railcard,3 pt/£,,,,,,2024-04-09
Luxury Coastal,5 pt/£,,,,,,2024-04-09
Sea Life,2 pt/£,,,,,,2024-04-09
Warner Leisure Hotels,5 pt/£,,,,,,2024-04-09
Weblar Tech,1 pt/R$,,,,,,2024-04-09
Interrail by National Rail,4 pt/£,,,,,,2024-04-09
Holiday Extras,2 pt/£,,,,,,2024-04-09
Millennium Hotels & Resorts,3 pt/£,,,,,,2024-04-09
Luxury Cottages,3 pt/£,,,,,,2024-04-09
Utensílios do Chef,2 pt/R$,,,,,2 pt/R$,2024-04-09
Point A Hotels,6 pt/£,,,,,,2024-04-09
Village Hotels,6 pt/£,,,,,,2024-04-09
Vintage Travel,2 pt/£,,,,,,2024-04-09
Eurocamp,4 pt/£,,,,,,2024-04-09
Liga Vitória Seguro Residencial,3 pt/R$,,,,3 pt/R$,,2024-04-09
London Eye,3 pt/£,,,,,,2024-04-09
Multiloja,1 pt/R$,,,,,,2024-04-09
Spyscape NYC,10 pt/£,,,,,,2024-04-09
ebookers.com Hotels,6 pt/£,,,,,,2024-04-09
Liga Vitória Seguro Auto,1 pt/R$,,,,1 pt/R$,,2024-04-09
Q Compra,3 pt/R$,,,,3 pt/R$,,2024-04-09
tourhub,4 pt/£,,,,,,2024-04-09
Ciclic Bike,1 pt/R$,,,,1 pt/R$,,2024-04-09
Democrata,1 pt/R$,,,,1 pt/R$,,2024-04-09
Liga Vitória Seguro de Vida,3 pt/R$,,,,3 pt/R$,,2024-04-09
Liga Vitória Seguro Moto,1 pt/R$,,,,1 pt/R$,,2024-04-09
Gift Cards,1 pt/R$,,,,,,2024-04-09
OYO Rooms,4 pt/£,,,,,,2024-04-09
Europa,1 pt/R$,,,,,,2024-04-09
ZSL Whipsnade Zoo,3 pt/£,,,,,,2024-04-09
Ciclic Seguro Bolsa,4 pt/R$,,,,4 pt/R$,,2024-04-09
Lojas Dular,1 pt/R$,,,,,,2024-04-09
Siblu Holidays,6 pt/£,,,,,,2024-04-09
Travelzoo,5 pt/£,,,,,,2024-04-09
Top Villas,3 pt/£,,,,,,2024-04-09
CabinZero,8 pt/£,,,,,,2024-04-09
Leonfer,1 pt/R$,,,,,,2024-04-09
QHotels,6 pt/£,,,,,,2024-04-09
Mind,6 pt/R$,,,,,,2024-04-09
New Era,1 pt/R$,,,,,,2024-04-09
Norton by Symantec,80 pt/£,,,,,,2024-04-09
Liga Vitória Seguro Viagem,3 pt/R$,,,,3 pt/R$,,2024-04-09
Luuna Sleep,1 pt/R$,,,,,,2024-04-09
Cozinhas Nesher,1 pt/R$,,,,,,2024-04-09
DPaschoal,1 pt/R$,,,,1 pt/R$,,2024-04-09
MAPFRE Seguro Auto,1 pt/R$,,,,1 pt/R$,,2024-04-09
Perfect Draft (Ambev),1 pt/R$,,,,1 pt/R$,,2024-04-09
Palma Aquarium,7 pt/£,,,,,,2024-04-09
Plasutil,1 pt/R$,,,,,,2024-04-09
Weconnect,1 pt/R$,,,,,,2024-04-09
Wlc,1 pt/R$,,,,,,2024-04-09
Mundial Acabamentos,1 pt/R$,,,,,,2024-04-09
Luck Recepctivo Maceió,1 pt/R$,,,,1 pt/R$,,2024-04-09
Guimepa,1 pt/R$,,,,,,2024-04-09
Jogê,1 pt/R$,,,,,,2024-04-09
Loja Bb,1 pt/R$,,,,,,2024-04-09
Sim,1 pt/R$,,,,,1 pt/R$,2024-04-09
Windsor Hoteis,4 pt/R$,,,,4 pt/R$,,2024-04-09
Agaxtur Viagens e Turismo,2 pt/R$,,,,,2 pt/R$,2024-04-09
Re Petit,1 pt/R$,,,,1 pt/R$,,2024-04-09
Bibi Calçados,1 pt/R$,,,,,,2024-04-09
Befly Travel Viagens e Turismo,5 pt/R$,,,,,5 pt/R$,2024-04-09
