Loja,Melhor_Ganho,Latam,Azul,GOL,Livelo,Esfera,dt_ingestion
Eventim,1 pt/£,,,,,,2024-04-11
Theatre Tickets Direct,3 pt/£,,,,,,2024-04-11
Sercotel Hotels,8 pt/£,,,,,,2024-04-11
DFDS Seaways,7 pt/£,,,,,,2024-04-11
Disneyland Paris,3 pt/£,,,,,,2024-04-11
Picniq Tickets,3 pt/£,,,,,,2024-04-11
Away Resorts,2 pt/£,,,,,,2024-04-11
Homes & Villas by Marriott Bonvoy,3 pt/£,,,,,,2024-04-11
Mercafé Por 3Corações,1 pt/R$,,,,,,2024-04-11
Railcard,3 pt/£,,,,,,2024-04-11
Luxury Coastal,5 pt/£,,,,,,2024-04-11
Warner Leisure Hotels,5 pt/£,,,,,,2024-04-11
Sea Life,2 pt/£,,,,,,2024-04-11
Weblar Tech,1 pt/R$,,,,,,2024-04-11
Utensílios do Chef,2 pt/R$,,,,,2 pt/R$,2024-04-11
Interrail by National Rail,4 pt/£,,,,,,2024-04-11
Vintage Travel,2 pt/£,,,,,,2024-04-11
Holiday Extras,2 pt/£,,,,,,2024-04-11
Millennium Hotels & Resorts,3 pt/£,,,,,,2024-04-11
Luxury Cottages,3 pt/£,,,,,,2024-04-11
Village Hotels,6 pt/£,,,,,,2024-04-11
Point A Hotels,6 pt/£,,,,,,2024-04-11
Eurocamp,4 pt/£,,,,,,2024-04-11
London Eye,3 pt/£,,,,,,2024-04-11
Multiloja,1 pt/R$,,,,,,2024-04-11
Liga Vitória Seguro Residencial,3 pt/R$,,,,3 pt/R$,,2024-04-11
Spyscape NYC,10 pt/£,,,,,,2024-04-11
Democrata,1 pt/R$,,,,1 pt/R$,,2024-04-11
ebookers.com Hotels,6 pt/£,,,,,,2024-04-11
Liga Vitória Seguro Auto,1 pt/R$,,,,1 pt/R$,,2024-04-11
tourhub,4 pt/£,,,,,,2024-04-11
Q Compra,3 pt/R$,,,,3 pt/R$,,2024-04-11
Ciclic Bike,1 pt/R$,,,,1 pt/R$,,2024-04-11
Gift Cards,1 pt/R$,,,,,,2024-04-11
Liga Vitória Seguro de Vida,3 pt/R$,,,,3 pt/R$,,2024-04-11
Liga Vitória Seguro Moto,1 pt/R$,,,,1 pt/R$,,2024-04-11
Europa,1 pt/R$,,,,,,2024-04-11
OYO Rooms,4 pt/£,,,,,,2024-04-11
ZSL Whipsnade Zoo,3 pt/£,,,,,,2024-04-11
Top Villas,3 pt/£,,,,,,2024-04-11
CabinZero,8 pt/£,,,,,,2024-04-11
Ciclic Seguro Bolsa,4 pt/R$,,,,4 pt/R$,,2024-04-11
Leonfer,1 pt/R$,,,,,,2024-04-11
Lojas Dular,1 pt/R$,,,,,,2024-04-11
Travelzoo,5 pt/£,,,,,,2024-04-11
Siblu Holidays,6 pt/£,,,,,,2024-04-11
Mind,6 pt/R$,,,,,,2024-04-11
QHotels,6 pt/£,,,,,,2024-04-11
New Era,1 pt/R$,,,,,,2024-04-11
Norton by Symantec,80 pt/£,,,,,,2024-04-11
Luuna Sleep,1 pt/R$,,,,,,2024-04-11
Liga Vitória Seguro Viagem,3 pt/R$,,,,3 pt/R$,,2024-04-11
Perfect Draft (Ambev),1 pt/R$,,,,1 pt/R$,,2024-04-11
Cozinhas Nesher,1 pt/R$,,,,,,2024-04-11
DPaschoal,1 pt/R$,,,,1 pt/R$,,2024-04-11
MAPFRE Seguro Auto,1 pt/R$,,,,1 pt/R$,,2024-04-11
Palma Aquarium,7 pt/£,,,,,,2024-04-11
Plasutil,1 pt/R$,,,,,,2024-04-11
Weconnect,1 pt/R$,,,,,,2024-04-11
Wlc,1 pt/R$,,,,,,2024-04-11
Beleza na Web PRO,10 pt/R$,,,,10 pt/R$,,2024-04-11
Mundial Acabamentos,1 pt/R$,,,,,,2024-04-11
Guimepa,1 pt/R$,,,,,,2024-04-11
Jogê,1 pt/R$,,,,,,2024-04-11
Loja Bb,1 pt/R$,,,,,,2024-04-11
Luck Recepctivo Maceió,1 pt/R$,,,,1 pt/R$,,2024-04-11
Sim,1 pt/R$,,,,,1 pt/R$,2024-04-11
Windsor Hoteis,1 pt/R$,,,,1 pt/R$,,2024-04-11
Agaxtur Viagens e Turismo,2 pt/R$,,,,,2 pt/R$,2024-04-11
Re Petit,3 pt/R$,,,,3 pt/R$,,2024-04-11
Bibi Calçados,1 pt/R$,,,,,,2024-04-11
Befly Travel Viagens e Turismo,5 pt/R$,,,,,5 pt/R$,2024-04-11
