Loja,Melhor_Ganho,Latam,Azul,GOL,Livelo,Esfera,dt_ingestion
Tootbus,5 pt/£,,,,,,2024-04-08
Caesars Entertainment,5 pt/£,,,,,,2024-04-08
Lojas Dular,1 pt/R$,,,,,,2024-04-08
Eventim,1 pt/£,,,,,,2024-04-08
Liga Vitória Seguros,30 pt/R$,,,,30 pt/R$,,2024-04-08
See Tickets,1 pt/£,,,,,,2024-04-08
Theatre Tickets Direct,3 pt/£,,,,,,2024-04-08
Sercotel Hotels,8 pt/£,,,,,,2024-04-08
DFDS Seaways,7 pt/£,,,,,,2024-04-08
Disneyland Paris,3 pt/£,,,,,,2024-04-08
Q Compra,3 pt/R$,,,,3 pt/R$,,2024-04-08
Away Resorts,2 pt/£,,,,,,2024-04-08
Leonfer,1 pt/R$,,,,,,2024-04-08
Homes & Villas by Marriott Bonvoy,3 pt/£,,,,,,2024-04-08
New Era,1 pt/R$,,,,,,2024-04-08
Railcard,3 pt/£,,,,,,2024-04-08
Luxury Coastal,5 pt/£,,,,,,2024-04-08
Picniq Tickets,3 pt/£,,,,,,2024-04-08
Mind,1 pt/R$,,,,,,2024-04-08
Weblar Tech,1 pt/R$,,,,,,2024-04-08
Sea Life,2 pt/£,,,,,,2024-04-08
Warner Leisure Hotels,5 pt/£,,,,,,2024-04-08
Luuna Sleep,1 pt/R$,,,,,,2024-04-08
Holiday Extras,2 pt/£,,,,,,2024-04-08
Interrail by National Rail,4 pt/£,,,,,,2024-04-08
Utensílios do Chef,2 pt/R$,,,,,2 pt/R$,2024-04-08
Point A Hotels,6 pt/£,,,,,,2024-04-08
Village Hotels,6 pt/£,,,,,,2024-04-08
Millennium Hotels & Resorts,3 pt/£,,,,,,2024-04-08
Vintage Travel,2 pt/£,,,,,,2024-04-08
Luxury Cottages,3 pt/£,,,,,,2024-04-08
Liga Vitória Seguro Residencial,3 pt/R$,,,,3 pt/R$,,2024-04-08
London Eye,3 pt/£,,,,,,2024-04-08
Eurocamp,4 pt/£,,,,,,2024-04-08
Spyscape NYC,10 pt/£,,,,,,2024-04-08
Cozinhas Nesher,1 pt/R$,,,,,,2024-04-08
ebookers.com Hotels,6 pt/£,,,,,,2024-04-08
Liga Vitória Seguro Auto,1 pt/R$,,,,1 pt/R$,,2024-04-08
Plasutil,1 pt/R$,,,,,,2024-04-08
tourhub,4 pt/£,,,,,,2024-04-08
Ciclic Bike,1 pt/R$,,,,1 pt/R$,,2024-04-08
Democrata,1 pt/R$,,,,1 pt/R$,,2024-04-08
Liga Vitória Seguro de Vida,3 pt/R$,,,,3 pt/R$,,2024-04-08
Liga Vitória Seguro Moto,1 pt/R$,,,,1 pt/R$,,2024-04-08
Gift Cards,1 pt/R$,,,,,,2024-04-08
ZSL Whipsnade Zoo,3 pt/£,,,,,,2024-04-08
Mundial Acabamentos,1 pt/R$,,,,,,2024-04-08
OYO Rooms,4 pt/£,,,,,,2024-04-08
Ciclic Seguro Bolsa,4 pt/R$,,,,4 pt/R$,,2024-04-08
Travelzoo,5 pt/£,,,,,,2024-04-08
Top Villas,3 pt/£,,,,,,2024-04-08
BeFly Conecta,5 pt/R$,,,,,5 pt/R$,2024-04-08
CabinZero,8 pt/£,,,,,,2024-04-08
Guimepa,1 pt/R$,,,,,,2024-04-08
Jogê,1 pt/R$,,,,,,2024-04-08
Loja Bb,1 pt/R$,,,,,,2024-04-08
Siblu Holidays,6 pt/£,,,,,,2024-04-08
QHotels,6 pt/£,,,,,,2024-04-08
Norton by Symantec,80 pt/£,,,,,,2024-04-08
Liga Vitória Seguro Viagem,3 pt/R$,,,,3 pt/R$,,2024-04-08
DPaschoal,1 pt/R$,,,,1 pt/R$,,2024-04-08
MAPFRE Seguro Auto,1 pt/R$,,,,1 pt/R$,,2024-04-08
Perfect Draft (Ambev),1 pt/R$,,,,1 pt/R$,,2024-04-08
Weconnect,1 pt/R$,,,,,,2024-04-08
Wlc,1 pt/R$,,,,,,2024-04-08
Palma Aquarium,7 pt/£,,,,,,2024-04-08
Luck Recepctivo Maceió,1 pt/R$,,,,1 pt/R$,,2024-04-08
Windsor Hoteis,4 pt/R$,,,,4 pt/R$,,2024-04-08
Sim,1 pt/R$,,,,,1 pt/R$,2024-04-08
Agaxtur Viagens e Turismo,2 pt/R$,,,,,2 pt/R$,2024-04-08
Re Petit,1 pt/R$,,,,1 pt/R$,,2024-04-08
Bibi Calçados,1 pt/R$,,,,,,2024-04-08
